mean,std,peak,min,label
-2.960594732333751e-17,1.0,4.791693809270874,-1.0972129391001386,Normal
1.973729821555834e-17,0.9999999999999998,4.853971783348262,-0.8582890877082119,Normal
2.960594732333751e-17,1.0,4.854773254378161,-0.8606978642473511,Normal
1.4802973661668754e-17,1.0,4.85425631938045,-1.0765193733431937,Normal
-9.86864910777917e-18,0.9999999999999999,4.792088682525052,-1.014978835026286,Normal
-1.4802973661668754e-17,1.0,4.839411523488386,-0.9181797592343934,Normal
2.960594732333751e-17,1.0,4.845770303967924,-1.0005024030347607,Normal
-2.4671622769447924e-18,1.0,4.852671251388047,-1.1260522454285669,Normal
-9.86864910777917e-18,1.0,4.857629879535324,-0.9987158275632929,Normal
-2.960594732333751e-17,1.0,4.862571842923636,-0.9453989102538506,Normal
0.0,1.0,4.854135799449986,-0.9567064934525651,Normal
0.0,1.0,4.8854742546348895,-1.1010053712337105,Normal
0.0,1.0,4.817278957369394,-1.002648606879512,Normal
-1.973729821555834e-17,1.0,4.804472858554834,-0.9237564919286754,Normal
0.0,1.0,4.783800566253355,-0.9973089673559892,Normal
2.4671622769447922e-17,1.0,4.916517921616989,-1.0757557542684908,Normal
-2.960594732333751e-17,1.0,4.881500233739824,-0.8588727623041109,Normal
-9.86864910777917e-18,0.9999999999999998,4.692135971076316,-0.7397972989713714,Normal
-1.4802973661668754e-17,1.0,4.904185057761914,-1.0448318312366864,Normal
1.973729821555834e-17,1.0,4.822097246464769,-1.0280772520493118,Normal
-4.4408920985006264e-17,0.9999999999999999,4.722656602677125,-0.8797929511270802,Normal
-1.4802973661668754e-17,1.0,4.69362159935268,-1.405142476841143,Normal
-1.973729821555834e-17,1.0,4.839204243685496,-1.0476196561126903,Normal
0.0,0.9999999999999998,4.849595152146548,-0.8955947054038601,Normal
-1.973729821555834e-17,0.9999999999999999,4.854047860438879,-0.9215064908103312,Normal
1.973729821555834e-17,1.0,4.8231601452272,-0.9518137024481118,Normal
-1.973729821555834e-17,0.9999999999999999,4.904654141881189,-1.0748559164545783,Normal
-1.973729821555834e-17,1.0,4.609642152341207,-0.8517418982982076,Normal
0.0,1.0,4.726739829434948,-1.1663410370232246,Normal
0.0,1.0,4.7784374795136095,-1.046241267817979,Normal
-9.86864910777917e-18,0.9999999999999999,4.817661988225881,-1.1942679743413547,Normal
-2.4671622769447922e-17,0.9999999999999999,4.704030849630593,-1.3767327324547822,Normal
0.0,0.9999999999999999,4.7580525900476,-1.0095101789076975,Normal
-7.401486830834377e-18,1.0,4.768970292026054,-0.921266757999387,Normal
0.0,1.0,4.747481651231692,-0.9971886265507299,Normal
3.947459643111668e-17,1.0,4.831241240432609,-0.8982838868966002,Normal
9.86864910777917e-18,0.9999999999999998,4.845167485124985,-0.9535881153302256,Normal
-4.9343245538895844e-17,1.0,4.910566016125615,-1.1000043596514308,Normal
0.0,0.9999999999999998,4.842813122256071,-0.9145452993026383,Normal
1.973729821555834e-17,1.0,4.8707428127655135,-0.9864652817427478,Normal
3.947459643111668e-17,1.0,4.722600109048337,-1.1143046305948383,Normal
-1.4802973661668754e-17,1.0,4.643279966236013,-1.0641563578301465,Normal
-1.973729821555834e-17,1.0,4.701052477195418,-0.9530852745306049,Normal
0.0,0.9999999999999998,4.592694649236088,-0.8959484781174037,Normal
-1.4802973661668754e-17,1.0,4.840158740835346,-1.1306521008946704,Normal
-9.86864910777917e-18,0.9999999999999998,4.704457632064677,-0.8982581276966731,Normal
1.973729821555834e-17,0.9999999999999999,4.925762395972299,-0.8969379677470408,Normal
2.4671622769447922e-17,1.0,4.748709802694011,-0.8632947669494074,Normal
-2.7138785046392715e-17,0.9999999999999998,4.762521253930048,-1.3247389649138925,Normal
-9.86864910777917e-18,1.0,4.814204404833862,-0.84681702851182,Normal
0.0,0.9999999999999997,4.812351192602172,-0.9971425779147817,Normal
-9.86864910777917e-18,1.0,4.900750148404059,-1.0574196897351626,Normal
1.973729821555834e-17,1.0,4.823336897323741,-1.107423855829665,Normal
9.86864910777917e-18,1.0,4.89433775781984,-0.8628707705411198,Normal
-2.960594732333751e-17,0.9999999999999999,4.880983169004366,-0.9010977856696775,Normal
0.0,1.0,4.903147919213005,-1.0581492554576724,Normal
1.4802973661668754e-17,1.0000000000000002,4.657052943272473,-0.85905003730066,Normal
-9.86864910777917e-18,0.9999999999999998,4.833902914935738,-0.8834066043054571,Normal
-2.960594732333751e-17,1.0,4.820346011471853,-1.0316122492565991,Normal
1.4802973661668754e-17,1.0,4.898400709707312,-1.076845919385868,Normal
0.0,1.0,4.906548491873512,-0.9977808516826727,Normal
0.0,1.0,4.931279307239977,-0.9033470455369872,Normal
-1.973729821555834e-17,1.0,4.921016602838189,-0.9623552337126879,Normal
-9.86864910777917e-18,1.0,4.8997322914976325,-1.1096468461575464,Normal
-1.973729821555834e-17,1.0,4.724293034437736,-1.065285685889061,Normal
-2.960594732333751e-17,0.9999999999999998,4.885622368333224,-0.9592164631238878,Normal
1.973729821555834e-17,1.0,4.713787800143586,-1.2742354831751186,Normal
-3.7007434154171884e-18,1.0,4.851221194385169,-1.1345043866235331,Normal
9.86864910777917e-18,1.0,4.844369641408731,-1.0975611565524497,Normal
-9.86864910777917e-18,1.0,4.977437587665685,-0.9048956675734678,Normal
-9.86864910777917e-18,1.0,4.8196571120036005,-1.1069965841569733,Normal
2.4671622769447924e-18,1.0,4.786657207627306,-1.269679058883001,Normal
9.86864910777917e-18,1.0,4.768200162781203,-0.9767141500446027,Normal
-4.934324553889585e-18,1.0,4.605512140722752,-1.0128112910955156,Normal
4.934324553889585e-18,1.0,4.895605118218239,-1.1552669797253603,Normal
-1.973729821555834e-17,1.0,4.884683234374962,-0.950667203709137,Normal
9.86864910777917e-18,0.9999999999999998,4.869993734288126,-0.8984516849506567,Normal
2.960594732333751e-17,1.0,4.731061448156145,-0.8683923302052804,Normal
2.4671622769447924e-18,0.9999999999999998,4.646677488634782,-0.8894591626115481,Normal
-1.4802973661668754e-17,1.0,4.8027153078729246,-0.9130614077186796,Normal
0.0,1.0,4.844027651418643,-0.9702498221561077,Normal
9.86864910777917e-18,0.9999999999999998,4.88181102625797,-1.0342717704469102,Normal
-9.86864910777917e-18,0.9999999999999999,4.769416815116811,-0.9406236782826207,Normal
-9.86864910777917e-18,1.0,4.857800492544317,-1.0054900843412846,Normal
1.973729821555834e-17,0.9999999999999999,4.663453876383321,-1.0732367030692669,Normal
-9.86864910777917e-18,1.0,4.927299742963317,-0.995421995793282,Normal
1.973729821555834e-17,1.0,4.826744575816345,-0.9541811577486404,Normal
-4.934324553889585e-18,1.0,4.875840578455905,-1.0361998084150266,Normal
2.960594732333751e-17,1.0,4.7767086760673925,-0.9809947020014237,Normal
3.947459643111668e-17,0.9999999999999998,4.872147349568976,-1.0565189256544956,Normal
1.973729821555834e-17,1.0,4.825263845623247,-1.2965992540856615,Normal
1.973729821555834e-17,1.0,4.807643965105081,-0.8237366704653551,Normal
1.4802973661668754e-17,0.9999999999999999,4.96840850055155,-1.2647229110475122,Normal
9.86864910777917e-18,1.0,4.823027911619646,-0.9803267182707281,Normal
-1.973729821555834e-17,0.9999999999999999,4.833037255156984,-0.9544160088830604,Normal
1.973729821555834e-17,1.0,4.552146234138825,-0.9219486749613093,Normal
3.700743415417188e-17,1.0,4.76932432491217,-0.9128058763681072,Normal
9.86864910777917e-18,1.0,4.880719299380222,-0.9375531958926026,Normal
1.973729821555834e-17,0.9999999999999999,4.82309096717569,-1.1665606046505663,Normal
0.0,1.0,4.817099784206919,-1.0083688528217116,Normal
-2.960594732333751e-17,0.9999999999999998,4.8994924540585,-0.9650096708128152,Normal
9.86864910777917e-18,1.0,4.799278131621984,-0.8318676331206643,Normal
0.0,1.0,4.769479580879818,-0.9350792020893197,Normal
0.0,0.9999999999999998,4.768233826839597,-1.0055463822288895,Normal
9.86864910777917e-18,1.0,4.815234924387771,-0.9894867522425773,Normal
-3.947459643111668e-17,0.9999999999999999,4.947629370591207,-0.8817229955074919,Normal
2.960594732333751e-17,0.9999999999999998,4.872833098717988,-0.9319570404358564,Normal
-9.86864910777917e-18,1.0,4.896560266054031,-1.0827976633214689,Normal
9.86864910777917e-18,1.0,4.684200728482268,-1.0904250543972245,Normal
-9.86864910777917e-18,1.0,4.8063077801500205,-0.9781539257306798,Normal
0.0,1.0,4.8393493905989615,-0.9275210640756613,Normal
9.86864910777917e-18,1.0,4.866999420419858,-1.1224336153254166,Normal
-1.973729821555834e-17,1.0,4.8370576285845,-1.0271012776889643,Normal
-9.86864910777917e-18,1.0,4.972721221812842,-0.98647118960913,Normal
-1.973729821555834e-17,1.0,4.86826163875518,-0.9367727949916345,Normal
1.973729821555834e-17,0.9999999999999998,4.90796749257222,-1.1287828153089978,Normal
9.86864910777917e-18,1.0,4.7882914350614785,-1.023920114087293,Normal
-1.973729821555834e-17,1.0,4.807682937276891,-0.9101589170322939,Normal
0.0,1.0,4.7657454501696215,-0.8593374481233041,Normal
4.934324553889585e-18,1.0,4.912625361302445,-0.989930047972152,Normal
-9.86864910777917e-18,0.9999999999999998,4.778511709408126,-0.7962659129485208,Normal
1.973729821555834e-17,1.0,4.931462806827156,-0.913216707438593,Normal
1.973729821555834e-17,1.0,4.839677487178707,-0.9073767393906735,Normal
0.0,1.0,4.557551840523965,-0.7905442226264319,Normal
0.0,0.9999999999999999,4.819495226348566,-0.9718819937027682,Normal
-9.86864910777917e-18,1.0,4.646936615664241,-0.9818043544068394,Normal
0.0,1.0,4.822797475151021,-0.9270949720129944,Normal
-3.700743415417188e-17,1.0,4.608407808609702,-0.7916543998699374,Normal
1.973729821555834e-17,1.0,4.840460208941721,-0.8343093449658122,Normal
0.0,0.9999999999999998,4.831341835101846,-0.8312038659149706,Normal
-1.973729821555834e-17,1.0,4.801180399689238,-1.36227597876406,Normal
-2.4671622769447922e-17,1.0,4.681701499597972,-0.7887570720318579,Normal
2.4671622769447922e-17,0.9999999999999999,4.853436089032951,-0.9370673600587813,Normal
1.973729821555834e-17,1.0,4.770543298812747,-0.8801570151508479,Normal
-9.86864910777917e-18,1.0,4.875567065558813,-0.9949990858471859,Normal
9.86864910777917e-18,0.9999999999999999,4.817822207179376,-0.9434764022491499,Normal
-9.86864910777917e-18,1.0,4.970086079216699,-0.8179425070599887,Normal
-9.86864910777917e-18,1.0,4.811860754822304,-0.9138865835035562,Normal
-2.898915675410131e-17,1.0,4.852966496825794,-1.2929058397657418,Normal
-1.973729821555834e-17,1.0,4.628751563451664,-0.8125700822337237,Normal
1.326099723857826e-17,1.0,4.553872553127302,-0.8112226297491402,Normal
-1.4802973661668754e-17,0.9999999999999999,4.831382321920134,-0.9285370646825241,Normal
-2.960594732333751e-17,0.9999999999999999,4.894008181256485,-1.039537136634453,Normal
-9.86864910777917e-18,0.9999999999999999,4.823661978790997,-0.8767746313999211,Normal
1.973729821555834e-17,0.9999999999999999,4.836419329753592,-0.9454643975640936,Normal
0.0,1.0,4.7448425964386916,-1.0133578969118535,Normal
-4.934324553889585e-18,1.0,4.780629302163197,-0.8660753353751924,Normal
0.0,1.0,4.649202295598126,-0.7951387885979956,Normal
3.947459643111668e-17,0.9999999999999998,4.729988209037351,-1.0283223853034913,Normal
1.2335811384723961e-17,1.0,4.500039075781143,-0.8407788471190051,Normal
9.86864910777917e-18,0.9999999999999999,4.892405717335884,-1.0363902736178778,Normal
-2.960594732333751e-17,1.0,4.918025136031741,-0.9127201087341514,Normal
1.973729821555834e-17,0.9999999999999999,4.8418633371118664,-0.9393291394449732,Normal
1.973729821555834e-17,1.0,4.806933177047054,-1.0878495239699781,Normal
-2.960594732333751e-17,1.0,4.678151622933246,-1.130810611524646,Normal
1.973729821555834e-17,0.9999999999999999,4.813984194981801,-0.9145098449680775,Normal
2.960594732333751e-17,0.9999999999999999,4.904338278319952,-1.0179895640636474,Normal
-9.86864910777917e-18,1.0,4.8096751331708365,-1.133615778678384,Normal
-9.86864910777917e-18,1.0,4.8114649917620955,-0.8638588272253557,Normal
3.454027187722709e-17,0.9999999999999998,4.561397333994672,-0.7654446445610735,Normal
-9.86864910777917e-18,1.0,4.91512448148746,-0.9629378342276242,Normal
1.973729821555834e-17,0.9999999999999998,4.7767450808924306,-1.1171830230930682,Normal
0.0,0.9999999999999998,5.0209247060286115,-0.4816118071921035,Abnormal
9.86864910777917e-18,0.9999999999999999,4.867853892166151,-0.9337185166548861,Normal
0.0,0.9999999999999999,4.653787914479072,-0.9348553457841878,Normal
0.0,1.0,4.736014848123438,-1.1824223738329867,Normal
-1.973729821555834e-17,0.9999999999999999,4.793766262724205,-0.8406802155528662,Normal
3.947459643111668e-17,0.9999999999999999,4.844150679196307,-0.8571989003828883,Normal
1.1410625530869664e-17,1.0,4.843706490583705,-1.2972974264644788,Normal
2.960594732333751e-17,1.0,4.776513479517893,-0.9817029243859032,Normal
-2.4671622769447922e-17,0.9999999999999997,4.884367404900374,-0.9340051633180019,Normal
0.0,0.9999999999999999,4.70793856383818,-0.9223114425414466,Normal
1.973729821555834e-17,1.0,4.95224250782428,-1.0481360209728467,Normal
-1.973729821555834e-17,1.0,4.875905127738155,-0.9303064957766191,Normal
-1.973729821555834e-17,0.9999999999999999,4.858669013347286,-1.0218256471953355,Normal
1.973729821555834e-17,1.0,4.875091119857432,-1.022704608960007,Normal
0.0,1.0,4.805504738175446,-1.0634022257989557,Normal
-1.973729821555834e-17,1.0,4.730685758133064,-0.995448005679548,Normal
1.973729821555834e-17,1.0,4.828571967439035,-0.939588106138329,Normal
-9.86864910777917e-18,0.9999999999999999,4.863708969534797,-1.007044822872718,Normal
-2.960594732333751e-17,0.9999999999999998,4.837405901351366,-1.1161788201078362,Normal
-9.86864910777917e-18,0.9999999999999998,4.804928928450323,-0.9011925837276666,Normal
1.973729821555834e-17,0.9999999999999999,4.839196741704659,-0.8448546808798462,Normal
9.86864910777917e-18,1.0,4.910082122937217,-1.133742758335535,Normal
9.86864910777917e-18,1.0,4.826588454608079,-1.051419373835976,Normal
8.018277400070574e-18,1.0,4.843713523864407,-1.1163048441351524,Normal
-1.2335811384723961e-17,0.9999999999999999,4.6558891478961435,-1.158278055929569,Normal
-1.4802973661668754e-17,1.0,4.938584573265198,-1.1194563813135354,Normal
3.947459643111668e-17,1.0,4.8534905002637645,-0.9988983460512824,Normal
-4.934324553889585e-18,0.9999999999999999,4.945985903264129,-0.9845183729648429,Normal
-3.947459643111668e-17,1.0,4.665812172777568,-1.0052149190554498,Abnormal
1.4802973661668754e-17,0.9999999999999998,4.939623160042433,-0.9689133077550663,Normal
1.973729821555834e-17,1.0,4.899190884776837,-0.9078547311707087,Normal
2.960594732333751e-17,0.9999999999999999,4.630306051619061,-0.8425906669458995,Normal
-9.86864910777917e-18,1.0,4.841427516620462,-1.0295913917388073,Normal
9.86864910777917e-18,1.0,4.8893953300348585,-1.0720857691674937,Normal
9.86864910777917e-18,1.0,4.913174284482444,-0.9380192997307074,Normal
4.9343245538895844e-17,1.0,4.78376500754901,-0.9227632131036273,Normal
-1.2335811384723961e-17,1.0,4.700329945742437,-0.8518974565352556,Normal
9.86864910777917e-18,1.0,4.861502063789581,-1.0669002380920285,Normal
-2.960594732333751e-17,0.9999999999999998,4.8507576180622145,-0.9433988787596308,Normal
-9.86864910777917e-18,1.0,4.888068243176803,-0.9122509459494673,Normal
4.934324553889585e-18,1.0,4.947860474300242,-1.1133836597271907,Normal
0.0,0.9999999999999999,4.741337197740292,-0.8002828796196952,Normal
1.4802973661668754e-17,1.0,4.936937247743011,-0.9358248255169735,Normal
-9.86864910777917e-18,0.9999999999999998,4.846578776879772,-0.9266458902523071,Normal
-2.4671622769447924e-18,1.0,4.893580701302466,-1.1087944448204479,Normal
1.4802973661668754e-17,1.0,4.877407798961662,-1.0241990240375458,Normal
1.973729821555834e-17,1.0,4.915285717785126,-0.9705891043281908,Normal
-9.86864910777917e-18,1.0,4.845316281462389,-0.9818585545642248,Normal
-4.934324553889585e-18,1.0,4.983023832586004,-1.1174019408257212,Normal
0.0,0.9999999999999999,4.755469366929131,-0.7909923918044355,Normal
9.86864910777917e-18,1.0,4.774513020472365,-0.7935940477098163,Normal
-9.86864910777917e-18,1.0,4.8894850076165275,-0.9478371886160817,Normal
-1.973729821555834e-17,1.0,4.739244634875806,-1.0769268360847273,Normal
0.0,1.0,4.701113822055502,-0.822620037007889,Normal
9.86864910777917e-18,0.9999999999999999,4.82065446283082,-0.8983631888303439,Normal
-1.4802973661668754e-17,1.0,4.795727537224958,-1.0325788102396165,Normal
-9.86864910777917e-18,0.9999999999999999,4.907498774648663,-1.0067216465736328,Normal
1.973729821555834e-17,0.9999999999999999,4.903754937160244,-1.0236705608863192,Normal
-9.86864910777917e-18,1.0,4.787606666954213,-0.9053801408511609,Normal
1.2335811384723961e-17,1.0,4.791697055118824,-1.3458754462286489,Normal
9.86864910777917e-18,1.0,4.794654068448857,-0.9953545849720145,Normal
-2.4671622769447924e-18,0.9999999999999998,4.823343058639794,-1.1162631708605601,Normal
3.947459643111668e-17,1.0,4.77654756996204,-0.9614250868252588,Normal
-9.86864910777917e-18,1.0,4.660164411617918,-1.5613044680437747,Normal
-1.973729821555834e-17,1.0,4.8584581026407525,-0.8813993065373147,Normal
2.960594732333751e-17,0.9999999999999999,4.8133324157488895,-1.0042954868989808,Normal
-3.7007434154171884e-18,0.9999999999999999,4.926593648782922,-1.1386612793976667,Normal
9.86864910777917e-18,1.0,4.8149982352221095,-1.0347246339089873,Normal
9.86864910777917e-18,0.9999999999999999,4.859448757310822,-0.8921530650073435,Normal
0.0,1.0,4.664033889957984,-0.7427477016147852,Normal
-1.4802973661668754e-17,0.9999999999999998,4.908270988132687,-1.0629640223023824,Normal
0.0,1.0,4.803979245529621,-0.9307594084813697,Normal
1.973729821555834e-17,0.9999999999999998,4.837517771342362,-0.891852139437427,Normal
9.86864910777917e-18,0.9999999999999999,4.876587230809159,-1.0422964559028667,Normal
-1.973729821555834e-17,0.9999999999999998,4.827862920321427,-1.0025172821438828,Normal
-1.4802973661668754e-17,0.9999999999999999,4.826223524506406,-1.163521595828083,Normal
2.960594732333751e-17,1.0,4.64312472299697,-0.9266186936481772,Normal
9.86864910777917e-18,0.9999999999999998,4.860465152954125,-1.0469033416895073,Normal
4.934324553889585e-18,1.0,4.959995749818126,-0.9414235471517597,Normal
0.0,1.0,4.7699302789933515,-1.0469438170609233,Normal
-2.4671622769447922e-17,1.0,4.9035886675874005,-1.1387867757160215,Normal
-3.947459643111668e-17,1.0,4.756235223204393,-0.9291248448035333,Normal
-9.86864910777917e-18,1.0,4.84400716190424,-0.944326153215981,Normal
-9.86864910777917e-18,1.0,4.774050256873259,-1.080867148996218,Normal
9.86864910777917e-18,1.0,4.7232889175879835,-1.145926477197646,Normal
0.0,1.0,4.876298722811472,-0.9375623969196663,Normal
-4.934324553889585e-18,1.0,4.782923767994909,-0.8109128025418201,Normal
-9.86864910777917e-18,1.0,4.843836622291962,-1.1727786477106354,Normal
-4.934324553889585e-18,1.0,4.754315734360815,-1.016600627696452,Normal
9.86864910777917e-18,1.0,4.785220867403041,-0.9406574572887262,Normal
9.86864910777917e-18,0.9999999999999999,4.843444088209528,-0.9621046026777372,Normal
2.960594732333751e-17,1.0,4.873419860830907,-1.0802887997065733,Normal
-9.86864910777917e-18,1.0,4.73953971900339,-1.349087682832752,Normal
1.973729821555834e-17,1.0,4.752231944334097,-0.8652512985706912,Normal
4.934324553889585e-18,1.0,4.6183587104724015,-0.7509051007669473,Normal
9.86864910777917e-18,1.0,4.869956611530472,-1.1238953852506395,Normal
0.0,1.0,4.611914268780353,-0.8373715535513633,Normal
-9.86864910777917e-18,0.9999999999999998,4.859466628659883,-0.9010733018917559,Normal
0.0,1.0,4.800972824717147,-0.9534004851436838,Normal
-2.4671622769447922e-17,0.9999999999999998,4.980540573956206,-1.070918620124734,Normal
-3.947459643111668e-17,1.0,4.859422018598466,-1.0547939281076042,Normal
-1.4802973661668754e-17,0.9999999999999999,4.910586852777256,-0.9637173903372652,Normal
9.86864910777917e-18,0.9999999999999998,4.588495120411146,-1.0391692156752916,Normal
-9.86864910777917e-18,1.0,4.881344331663864,-1.1254080413597167,Normal
-1.973729821555834e-17,0.9999999999999998,4.84928999532587,-0.8814333780579954,Normal
-2.960594732333751e-17,0.9999999999999998,4.778444326002655,-1.2739322038700187,Normal
9.86864910777917e-18,1.0,4.7172319612128835,-1.018432414398418,Normal
9.86864910777917e-18,1.0,4.840910771529675,-1.0876016530157226,Normal
0.0,1.0,4.87284057465357,-0.8844745185672515,Normal
9.86864910777917e-18,1.0,4.812637291212408,-0.9172477390190668,Normal
9.86864910777917e-18,1.0,4.664943481537074,-0.8562764881094231,Normal
0.0,1.0,4.892478323218396,-1.2541951048640294,Normal
0.0,0.9999999999999998,4.699546611163381,-0.7002103918407299,Abnormal
0.0,1.0,4.942912369974861,-0.8531627478705592,Normal
-9.86864910777917e-18,1.0,4.811297477927902,-1.1915439450778014,Normal
9.86864910777917e-18,0.9999999999999998,4.875346886860803,-1.093383298361844,Normal
2.960594732333751e-17,1.0,4.881722044431219,-1.0023524779811217,Normal
-9.86864910777917e-18,0.9999999999999999,4.664916489735397,-1.1644278344730588,Normal
-4.934324553889585e-18,0.9999999999999999,4.6458604867192665,-0.8662165680056182,Normal
2.960594732333751e-17,0.9999999999999998,4.81221159364652,-1.01206477061091,Normal
2.960594732333751e-17,1.0,4.870307202464066,-0.934583325940735,Normal
-4.9343245538895844e-17,1.0,4.808750203753329,-0.8775794845062933,Normal
3.947459643111668e-17,1.0,4.850832299222401,-1.0446957823759406,Normal
-1.973729821555834e-17,1.0,4.7440739393208595,-1.249110034790653,Normal
0.0,1.0,4.751312177384232,-0.8884398027500391,Normal
9.86864910777917e-18,1.0,4.8326248305800625,-1.011297976950039,Normal
-9.86864910777917e-18,1.0,4.768479994435572,-1.0018955216754324,Normal
-1.4802973661668754e-17,1.0,4.795038228458075,-1.2996880506205384,Normal
-9.86864910777917e-18,0.9999999999999999,4.832755835014884,-0.9186848160137421,Normal
4.934324553889585e-18,1.0,4.738908757085387,-0.9332990283314482,Normal
1.973729821555834e-17,0.9999999999999998,4.812839526524821,-1.0612657944000925,Normal
-2.960594732333751e-17,1.0,4.824493152856151,-0.8945629564993746,Normal
-9.86864910777917e-18,1.0,4.819856135346648,-1.0086030918725863,Normal
9.86864910777917e-18,1.0,4.850536358347297,-1.0875939390898084,Normal
3.947459643111668e-17,1.0,4.705185444754801,-0.97279275992178,Normal
1.973729821555834e-17,1.0,4.6861618177908255,-1.0221345360608545,Normal
1.973729821555834e-17,1.0,4.706470397849433,-0.9349668005754979,Normal
9.86864910777917e-18,1.0,4.70455909334841,-0.8980792690130791,Normal
